,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
2289,21.0,7.0,5.0,4.0,514.53,0.04,25.11,20.49,12918.33,0.17,717.69,13.0,2.0,3.0,19.0,14.0,65.0,37.0,13.0,0,0.7619047619047619,2.6,17.0,0.2923076923076923,0.3783783783783784
1471,18.0,2.0,1.0,2.0,161.42,0.13,7.56,21.34,1220.75,0.05,67.82,11.0,0.0,5.0,11.0,8.0,27.0,11.0,3.0,1,0.2777777777777778,2.2,14.5,0.4074074074074074,0.7272727272727273
9114,112.0,8.0,1.0,7.0,3726.27,0.02,51.02,73.04,190109.0,1.24,10561.61,80.0,5.0,25.0,19.0,54.0,312.0,290.0,15.0,0,0.14285714285714285,2.6666666666666665,96.0,0.060897435897435896,0.18620689655172415
5280,41.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,0.5121951219512195,0.0,20.5,0.0,0.0
2551,13.0,1.0,1.0,1.0,148.0,0.19,5.4,27.41,799.2,0.05,44.4,11.0,0.0,0.0,6.0,10.0,19.0,18.0,1.0,0,0.23076923076923078,0.0,12.0,0.3157894736842105,0.5555555555555556
2383,11.0,2.0,1.0,2.0,129.66,0.19,5.32,24.38,689.54,0.04,38.31,6.0,1.0,1.0,9.0,11.0,17.0,13.0,3.0,0,0.45454545454545453,3.0,8.5,0.5294117647058824,0.8461538461538461
8351,65.0,7.0,4.0,3.0,1138.89,0.02,47.67,23.89,54287.21,0.38,3015.96,44.0,5.0,14.0,22.0,18.0,136.0,78.0,13.0,0,0.2153846153846154,2.3157894736842106,54.5,0.16176470588235295,0.23076923076923078
555,32.0,6.0,6.0,3.0,553.18,0.03,33.0,16.76,18255.01,0.18,1014.17,25.0,0.0,5.0,22.0,14.0,65.0,42.0,11.0,1,0.46875,5.0,28.5,0.3384615384615385,0.3333333333333333
10661,14.0,3.0,1.0,3.0,224.01,0.11,9.38,23.89,2100.08,0.07,116.67,11.0,0.0,1.0,9.0,12.0,26.0,25.0,5.0,0,0.5,11.0,12.5,0.34615384615384615,0.48
10722,14.0,3.0,1.0,2.0,138.97,0.09,10.71,12.97,1489.0,0.05,82.72,10.0,0.0,2.0,10.0,7.0,19.0,15.0,5.0,0,0.42857142857142855,5.0,12.0,0.5263157894736842,0.4666666666666667
5989,67.0,3.0,1.0,3.0,1357.07,0.02,66.3,20.47,89973.65,0.45,4998.54,46.0,0.0,13.0,13.0,10.0,198.0,102.0,5.0,0,0.1044776119402985,3.5384615384615383,56.5,0.06565656565656566,0.09803921568627451
2455,12.0,3.0,1.0,3.0,202.05,0.12,8.18,24.69,1653.11,0.07,91.84,10.0,0.0,0.0,10.0,11.0,28.0,18.0,5.0,0,0.5833333333333334,0.0,11.0,0.35714285714285715,0.6111111111111112
6260,50.0,6.0,1.0,5.0,806.44,0.06,17.33,46.53,13978.29,0.27,776.57,37.0,1.0,9.0,16.0,30.0,81.0,65.0,11.0,0,0.24,3.7,43.5,0.19753086419753085,0.46153846153846156
8476,50.0,17.0,15.0,8.0,798.73,0.04,24.5,32.6,19568.93,0.27,1087.16,45.0,0.0,3.0,14.0,20.0,87.0,70.0,33.0,0,0.8,15.0,47.5,0.16091954022988506,0.2857142857142857
2852,11.0,1.0,1.0,1.0,168.0,0.18,5.7,29.47,957.6,0.06,53.2,6.0,0.0,1.0,6.0,10.0,23.0,19.0,1.0,0,0.2727272727272727,6.0,8.5,0.2608695652173913,0.5263157894736842
5324,18.0,3.0,1.0,2.0,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15.0,0.0,1.0,6.0,7.0,16.0,11.0,5.0,0,0.3333333333333333,15.0,16.5,0.375,0.6363636363636364
10605,19.0,5.0,1.0,5.0,376.15,0.06,15.71,23.94,5910.97,0.13,328.39,16.0,0.0,1.0,11.0,14.0,41.0,40.0,9.0,0,0.5789473684210527,16.0,17.5,0.2682926829268293,0.35
1561,61.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.04918032786885246,0.0,30.5,0.0,0.0
4816,17.0,4.0,4.0,1.0,141.78,0.08,13.0,10.91,1843.11,0.05,102.39,11.0,1.0,2.0,12.0,6.0,21.0,13.0,7.0,0,0.5294117647058824,3.6666666666666665,14.0,0.5714285714285714,0.46153846153846156
3579,35.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.14285714285714285,0.0,17.5,0.0,0.0
9636,4.0,1.0,1.0,1.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1187,25.0,6.0,3.0,2.0,325.0,0.07,14.73,22.06,4788.33,0.11,266.02,22.0,0.0,1.0,17.0,15.0,39.0,26.0,11.0,1,0.44,22.0,23.5,0.4358974358974359,0.5769230769230769
7371,33.0,5.0,1.0,5.0,408.42,0.08,12.8,31.91,5227.83,0.14,290.43,28.0,0.0,2.0,16.0,20.0,47.0,32.0,6.0,0,0.3333333333333333,14.0,30.5,0.3404255319148936,0.625
5594,1.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,3.0,0.0,0.5,1.0,1.0
2925,7.0,1.0,1.0,1.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4.0,0.0,1.0,4.0,7.0,8.0,8.0,1.0,0,0.42857142857142855,4.0,5.5,0.5,0.875
7545,17.0,2.0,1.0,2.0,272.05,0.16,6.32,43.07,1718.19,0.09,95.46,13.0,0.0,1.0,10.0,19.0,32.0,24.0,3.0,0,0.29411764705882354,13.0,15.0,0.3125,0.7916666666666666
446,44.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,0.3181818181818182,0.0,22.0,0.0,0.0
8893,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
10669,8.0,2.0,1.0,2.0,106.27,0.14,7.31,14.53,777.13,0.04,43.17,5.0,0.0,1.0,9.0,8.0,13.0,13.0,3.0,0,0.625,5.0,6.5,0.6923076923076923,0.6153846153846154
3540,14.0,2.0,1.0,2.0,165.0,0.14,7.08,23.29,1168.74,0.05,64.93,9.0,0.0,3.0,10.0,12.0,20.0,17.0,3.0,0,0.35714285714285715,3.0,11.5,0.5,0.7058823529411765
1996,79.0,14.0,8.0,6.0,904.1,0.03,29.25,30.91,26444.87,0.3,1469.16,60.0,5.0,12.0,27.0,30.0,90.0,65.0,27.0,1,0.35443037974683544,3.5294117647058822,69.5,0.3,0.46153846153846156
4405,21.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.23809523809523808,0.0,10.5,0.0,0.0
414,6.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1,0.5,2.0,4.0,1.0,1.0
6807,31.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.3225806451612903,0.0,15.5,0.0,0.0
4864,13.0,1.0,1.0,1.0,123.19,0.26,3.79,32.49,467.1,0.04,25.95,5.0,2.0,4.0,7.0,12.0,16.0,13.0,1.0,0,0.23076923076923078,0.8333333333333334,9.0,0.4375,0.9230769230769231
7693,5.0,1.0,1.0,1.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3.0,0.0,0.0,6.0,6.0,10.0,7.0,1.0,0,0.6,0.0,4.0,0.6,0.8571428571428571
9229,18.0,2.0,1.0,1.0,215.49,0.09,11.2,19.24,2413.52,0.07,134.08,11.0,0.0,5.0,14.0,10.0,31.0,16.0,3.0,0,0.2222222222222222,2.2,14.5,0.45161290322580644,0.625
5579,92.0,17.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0.3804347826086957,0.0,46.0,0.0,0.0
2104,844.0,404.0,1.0,2.0,20848.47,0.0,206.01,101.2,4294926.45,6.95,238607.05,814.0,17.0,11.0,411.0,811.0,1220.0,813.0,405.0,1,0.4822274881516588,29.071428571428573,829.0,0.3368852459016393,0.997539975399754
714,15.0,3.0,1.0,3.0,197.65,0.15,6.46,30.59,1277.15,0.07,70.95,10.0,0.0,3.0,8.0,13.0,24.0,21.0,5.0,1,0.4666666666666667,3.3333333333333335,12.5,0.3333333333333333,0.6190476190476191
1870,135.0,33.0,10.0,29.0,2275.41,0.03,38.81,58.63,88305.13,0.76,4905.84,125.0,3.0,5.0,24.0,47.0,218.0,152.0,57.0,1,0.5333333333333333,15.625,130.0,0.11009174311926606,0.3092105263157895
1211,35.0,5.0,1.0,4.0,343.48,0.08,12.69,27.07,4357.93,0.11,242.11,25.0,3.0,5.0,14.0,16.0,41.0,29.0,9.0,1,0.2857142857142857,3.125,30.0,0.34146341463414637,0.5517241379310345
6039,7.0,2.0,1.0,1.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,5.0,0.0,0.0,7.0,5.0,9.0,6.0,3.0,0,0.5714285714285714,0.0,6.0,0.7777777777777778,0.8333333333333334
1532,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1,0.75,0.0,3.0,1.0,1.0
1685,94.0,14.0,8.0,13.0,1320.51,0.09,11.5,114.83,15185.86,0.44,843.66,62.0,12.0,16.0,15.0,60.0,120.0,92.0,27.0,1,0.3723404255319149,2.2142857142857144,78.0,0.125,0.6521739130434783
1188,70.0,18.0,17.0,7.0,1423.78,0.04,27.27,52.21,38830.33,0.47,2157.24,39.0,21.0,10.0,18.0,33.0,151.0,100.0,35.0,1,0.6,1.2580645161290323,54.5,0.11920529801324503,0.33
4028,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1833,96.0,13.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,0.3125,0.0,48.0,0.0,0.0
6110,12.0,2.0,1.0,1.0,62.91,0.25,4.0,15.73,251.63,0.02,13.98,10.0,0.0,0.0,8.0,5.0,12.0,5.0,3.0,0,0.3333333333333333,0.0,11.0,0.6666666666666666,1.0
9717,19.0,2.0,1.0,2.0,260.06,0.12,8.33,31.21,2167.13,0.09,120.4,13.0,0.0,4.0,10.0,15.0,31.0,25.0,3.0,0,0.2631578947368421,3.25,16.0,0.3225806451612903,0.6
4008,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
7363,64.0,9.0,5.0,8.0,823.92,0.05,19.83,41.54,16341.17,0.27,907.84,45.0,7.0,8.0,14.0,24.0,89.0,68.0,17.0,0,0.34375,3.0,54.5,0.15730337078651685,0.35294117647058826
7971,89.0,7.0,6.0,6.0,1995.74,0.03,30.85,64.69,61570.81,0.67,3420.6,53.0,18.0,15.0,20.0,47.0,184.0,145.0,13.0,0,0.21348314606741572,1.606060606060606,71.0,0.10869565217391304,0.32413793103448274
9698,69.0,11.0,6.0,8.0,1134.12,0.06,15.81,71.72,17934.97,0.38,996.39,49.0,8.0,9.0,17.0,43.0,112.0,80.0,21.0,0,0.36231884057971014,2.8823529411764706,59.0,0.15178571428571427,0.5375
4808,24.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.25,0.0,12.0,0.0,0.0
4032,7.0,1.0,1.0,1.0,51.89,0.24,4.2,12.36,217.94,0.02,12.11,4.0,0.0,1.0,6.0,5.0,8.0,7.0,1.0,0,0.42857142857142855,4.0,5.5,0.75,0.7142857142857143
5920,7.0,1.0,1.0,1.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4.0,0.0,0.0,4.0,2.0,10.0,6.0,1.0,0,0.42857142857142855,0.0,5.5,0.4,0.3333333333333333
7188,6.0,1.0,1.0,1.0,110.36,0.18,5.71,19.31,630.64,0.04,35.04,5.0,0.0,1.0,10.0,7.0,19.0,8.0,1.0,0,0.5,5.0,5.5,0.5263157894736842,0.875
4911,14.0,4.0,1.0,2.0,262.37,0.07,13.64,19.24,3577.73,0.09,198.76,13.0,0.0,1.0,12.0,11.0,33.0,25.0,7.0,0,0.5,13.0,13.5,0.36363636363636365,0.44
10086,117.0,10.0,1.0,1.0,1026.71,0.02,48.83,21.03,50129.07,0.34,2784.95,50.0,46.0,18.0,31.0,20.0,118.0,63.0,17.0,0,0.10256410256410256,0.78125,83.5,0.2627118644067797,0.31746031746031744
2297,24.0,7.0,1.0,7.0,548.83,0.04,26.47,20.73,14527.94,0.18,807.11,19.0,0.0,3.0,18.0,17.0,57.0,50.0,13.0,0,0.625,6.333333333333333,21.5,0.3157894736842105,0.34
8182,27.0,2.0,1.0,2.0,285.0,0.16,6.14,46.44,1748.86,0.1,97.16,16.0,4.0,5.0,10.0,22.0,30.0,27.0,3.0,0,0.18518518518518517,1.7777777777777777,21.5,0.3333333333333333,0.8148148148148148
4230,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.4166666666666667,0.0,6.0,0.0,0.0
734,91.0,11.0,3.0,10.0,1340.89,0.04,23.82,56.28,31944.7,0.45,1774.71,51.0,18.0,16.0,20.0,34.0,152.0,81.0,21.0,1,0.26373626373626374,1.5,71.0,0.13157894736842105,0.41975308641975306
430,5.0,1.0,1.0,1.0,48.43,0.19,5.25,9.23,254.27,0.02,14.13,3.0,0.0,0.0,7.0,4.0,8.0,6.0,1.0,1,0.6,0.0,4.0,0.875,0.6666666666666666
9307,18.0,2.0,1.0,1.0,104.25,0.18,5.5,18.95,573.36,0.03,31.85,13.0,1.0,2.0,11.0,7.0,18.0,7.0,3.0,0,0.2222222222222222,4.333333333333333,15.5,0.6111111111111112,1.0
7073,17.0,1.0,1.0,1.0,241.48,0.17,5.88,41.05,1420.47,0.08,78.92,11.0,0.0,4.0,8.0,17.0,27.0,25.0,1.0,0,0.17647058823529413,2.75,14.0,0.2962962962962963,0.68
5000,75.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.12,0.0,37.5,0.0,0.0
5576,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
7290,25.0,3.0,1.0,1.0,352.53,0.04,23.18,15.21,8172.36,0.12,454.02,18.0,0.0,5.0,15.0,11.0,41.0,34.0,5.0,0,0.2,3.6,21.5,0.36585365853658536,0.3235294117647059
3533,58.0,6.0,4.0,5.0,1335.73,0.05,18.57,71.92,24806.45,0.45,1378.14,50.0,6.0,2.0,15.0,42.0,125.0,104.0,11.0,0,0.25862068965517243,6.25,54.0,0.12,0.40384615384615385
7205,5.0,1.0,1.0,1.0,25.85,0.25,4.0,6.46,103.4,0.01,5.74,3.0,0.0,0.0,4.0,2.0,6.0,4.0,1.0,0,0.6,0.0,4.0,0.6666666666666666,0.5
6755,51.0,2.0,1.0,1.0,872.8,0.05,19.5,44.76,17019.53,0.29,945.53,29.0,9.0,10.0,15.0,25.0,99.0,65.0,3.0,0,0.0784313725490196,1.5263157894736843,40.0,0.15151515151515152,0.38461538461538464
9599,24.0,6.0,6.0,2.0,260.06,0.09,11.54,22.54,3000.65,0.09,166.7,12.0,5.0,5.0,12.0,13.0,31.0,25.0,11.0,0,0.5833333333333334,1.2,18.0,0.3870967741935484,0.52
10307,5.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.6,0.0,3.5,1.0,1.0
2384,27.0,3.0,1.0,1.0,284.27,0.08,12.0,23.69,3411.21,0.09,189.51,21.0,0.0,3.0,12.0,12.0,38.0,24.0,5.0,0,0.18518518518518517,7.0,24.0,0.3157894736842105,0.5
9582,12.0,5.0,1.0,1.0,151.72,0.08,12.0,12.64,1820.62,0.05,101.15,10.0,0.0,0.0,8.0,5.0,26.0,15.0,9.0,0,0.5833333333333334,0.0,11.0,0.3076923076923077,0.3333333333333333
3621,135.0,4.0,3.0,4.0,3417.93,0.04,23.26,146.95,79495.75,1.14,4416.43,96.0,12.0,24.0,20.0,89.0,298.0,207.0,7.0,0,0.08148148148148149,2.6666666666666665,115.5,0.06711409395973154,0.42995169082125606
9182,10.0,1.0,1.0,1.0,63.12,0.25,4.0,15.78,252.47,0.02,14.03,7.0,0.0,1.0,5.0,5.0,11.0,8.0,1.0,0,0.3,7.0,8.5,0.45454545454545453,0.625
6151,9.0,1.0,1.0,1.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,3.0,2.0,2.0,4.0,5.0,7.0,6.0,1.0,0,0.3333333333333333,0.75,6.0,0.5714285714285714,0.8333333333333334
7319,25.0,5.0,4.0,4.0,466.66,0.09,11.26,41.45,5254.23,0.16,291.9,21.0,0.0,2.0,16.0,27.0,48.0,38.0,9.0,0,0.52,10.5,23.0,0.3333333333333333,0.7105263157894737
1023,67.0,5.0,1.0,4.0,1725.75,0.03,32.04,53.85,55302.55,0.58,3072.36,52.0,1.0,8.0,15.0,32.0,167.0,140.0,9.0,1,0.14925373134328357,5.777777777777778,59.5,0.08982035928143713,0.22857142857142856
3376,13.0,2.0,1.0,1.0,140.62,0.09,11.2,12.56,1574.91,0.05,87.49,10.0,0.0,1.0,8.0,5.0,24.0,14.0,3.0,0,0.3076923076923077,10.0,11.5,0.3333333333333333,0.35714285714285715
2442,9.0,2.0,1.0,2.0,146.95,0.17,5.73,25.66,841.6,0.05,46.76,5.0,0.0,1.0,9.0,11.0,20.0,14.0,3.0,0,0.5555555555555556,5.0,7.0,0.45,0.7857142857142857
6419,29.0,3.0,1.0,3.0,351.75,0.07,13.59,25.88,4781.57,0.12,265.64,17.0,4.0,6.0,15.0,16.0,42.0,29.0,5.0,0,0.2413793103448276,1.7,23.0,0.35714285714285715,0.5517241379310345
5643,34.0,4.0,1.0,4.0,314.04,0.1,10.06,31.21,3160.04,0.1,175.56,25.0,2.0,4.0,14.0,16.0,41.0,23.0,7.0,0,0.2647058823529412,4.166666666666667,29.5,0.34146341463414637,0.6956521739130435
951,20.0,3.0,1.0,3.0,168.56,0.15,6.72,25.07,1133.07,0.06,62.95,15.0,0.0,3.0,11.0,9.0,28.0,11.0,5.0,1,0.35,5.0,17.5,0.39285714285714285,0.8181818181818182
1183,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,1,0.75,0.0,3.0,1.0,1.0
5195,14.0,3.0,3.0,2.0,133.98,0.09,11.14,12.02,1492.92,0.04,82.94,10.0,0.0,2.0,13.0,7.0,19.0,12.0,5.0,0,0.5714285714285714,5.0,12.0,0.6842105263157895,0.5833333333333334
6848,41.0,8.0,1.0,6.0,957.95,0.03,39.24,24.41,37586.82,0.32,2088.15,28.0,1.0,4.0,21.0,19.0,109.0,71.0,15.0,0,0.36585365853658536,5.6,34.5,0.1926605504587156,0.2676056338028169
5659,33.0,5.0,1.0,4.0,824.82,0.04,27.44,30.05,22636.74,0.27,1257.6,30.0,0.0,3.0,26.0,27.0,87.0,57.0,9.0,0,0.30303030303030304,10.0,31.5,0.2988505747126437,0.47368421052631576
7756,123.0,24.0,14.0,18.0,3124.75,0.02,64.55,48.41,201710.52,1.04,11206.14,99.0,15.0,5.0,22.0,38.0,306.0,223.0,47.0,0,0.45528455284552843,4.95,111.0,0.0718954248366013,0.17040358744394618
2051,288.0,4.0,1.0,3.0,9129.54,0.02,50.0,182.59,456476.77,3.04,25359.82,221.0,3.0,61.0,20.0,113.0,729.0,565.0,7.0,1,0.027777777777777776,3.453125,254.5,0.027434842249657063,0.2
10094,16.0,5.0,1.0,2.0,224.0,0.06,17.5,12.8,3920.0,0.07,217.78,11.0,1.0,1.0,10.0,6.0,35.0,21.0,9.0,0,0.5,5.5,13.5,0.2857142857142857,0.2857142857142857
4752,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.75,0.0,2.0,0.0,0.0
622,10.0,2.0,1.0,2.0,62.27,0.4,2.5,24.91,155.67,0.02,8.65,8.0,0.0,0.0,5.0,6.0,12.0,6.0,3.0,1,0.5,0.0,9.0,0.4166666666666667,1.0
4733,10.0,6.0,6.0,1.0,323.33,0.04,25.0,12.93,8083.31,0.11,449.07,8.0,0.0,1.0,18.0,9.0,43.0,25.0,11.0,0,1.3,8.0,9.0,0.4186046511627907,0.36
3937,5.0,1.0,1.0,1.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3.0,0.0,0.0,4.0,3.0,5.0,4.0,1.0,0,0.6,0.0,4.0,0.8,0.75
8899,23.0,4.0,1.0,2.0,216.22,0.13,7.71,28.03,1667.98,0.07,92.67,16.0,0.0,4.0,12.0,14.0,28.0,18.0,7.0,0,0.30434782608695654,4.0,19.5,0.42857142857142855,0.7777777777777778
9078,22.0,4.0,1.0,2.0,171.3,0.12,8.18,20.94,1401.55,0.06,77.86,16.0,0.0,4.0,10.0,11.0,21.0,18.0,7.0,0,0.3181818181818182,4.0,19.0,0.47619047619047616,0.6111111111111112
8275,92.0,16.0,7.0,9.0,1648.74,0.03,36.97,44.59,60959.0,0.55,3386.61,61.0,16.0,13.0,24.0,37.0,164.0,114.0,31.0,0,0.34782608695652173,2.103448275862069,76.5,0.14634146341463414,0.32456140350877194
3707,18.0,1.0,1.0,1.0,185.47,0.67,1.5,123.64,278.2,0.06,15.46,11.0,0.0,1.0,3.0,20.0,21.0,20.0,1.0,0,0.16666666666666666,11.0,14.5,0.14285714285714285,1.0
9710,10.0,1.0,1.0,1.0,77.71,0.19,5.25,14.8,407.97,0.03,22.67,4.0,2.0,2.0,7.0,6.0,12.0,9.0,1.0,0,0.3,1.0,7.0,0.5833333333333334,0.6666666666666666
10598,5.0,1.0,1.0,1.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,0,0.6,0.0,4.0,0.625,0.8571428571428571
1585,33.0,4.0,3.0,4.0,622.38,0.05,20.09,30.98,12501.62,0.21,694.53,26.0,0.0,5.0,21.0,23.0,70.0,44.0,7.0,1,0.3333333333333333,5.2,29.5,0.3,0.5227272727272727
3206,13.0,2.0,1.0,2.0,142.62,0.19,5.32,26.82,758.5,0.05,42.14,10.0,0.0,1.0,9.0,11.0,20.0,13.0,3.0,0,0.38461538461538464,10.0,11.5,0.45,0.8461538461538461
258,35.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1,0.5428571428571428,0.0,17.5,0.0,0.0
6414,4.0,1.0,1.0,1.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
6396,7.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.42857142857142855,0.0,4.5,1.0,1.0
5997,129.0,23.0,11.0,17.0,2699.13,0.03,36.24,74.49,97806.87,0.9,5433.71,109.0,1.0,19.0,31.0,74.0,229.0,173.0,45.0,0,0.3953488372093023,5.45,119.0,0.13537117903930132,0.4277456647398844
5339,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.26666666666666666,0.0,7.5,0.0,0.0
2087,161.0,13.0,11.0,11.0,4273.98,0.03,38.42,111.25,164197.54,1.42,9122.09,105.0,20.0,32.0,22.0,67.0,426.0,234.0,25.0,1,0.21739130434782608,2.019230769230769,133.0,0.051643192488262914,0.2863247863247863
10343,23.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.8260869565217391,0.0,11.5,0.0,0.0
3884,16.0,3.0,1.0,2.0,238.42,0.05,18.21,13.09,4342.61,0.08,241.26,11.0,0.0,3.0,17.0,7.0,37.0,15.0,5.0,0,0.375,3.6666666666666665,13.5,0.4594594594594595,0.4666666666666667
8901,97.0,11.0,5.0,6.0,2241.48,0.03,32.6,68.75,73077.34,0.75,4059.85,75.0,7.0,11.0,19.0,44.0,224.0,151.0,21.0,0,0.2268041237113402,4.166666666666667,86.0,0.08482142857142858,0.2913907284768212
992,25.0,2.0,1.0,2.0,198.81,0.21,4.71,42.17,937.24,0.07,52.07,14.0,7.0,2.0,6.0,14.0,24.0,22.0,3.0,1,0.2,1.5555555555555556,19.5,0.25,0.6363636363636364
1112,344.0,16.0,4.0,15.0,8830.85,0.02,65.68,134.46,579968.21,2.94,32220.46,242.0,36.0,59.0,34.0,117.0,768.0,452.0,25.0,1,0.10174418604651163,2.5473684210526315,293.0,0.044270833333333336,0.2588495575221239
3632,222.0,6.0,3.0,4.0,4830.65,0.03,36.93,130.81,178388.89,1.61,9910.49,123.0,60.0,36.0,22.0,84.0,436.0,282.0,11.0,0,0.05855855855855856,1.28125,172.5,0.05045871559633028,0.2978723404255319
5895,12.0,2.0,1.0,1.0,152.81,0.07,14.25,10.72,2177.52,0.05,120.97,10.0,0.0,0.0,6.0,4.0,27.0,19.0,3.0,0,0.3333333333333333,0.0,11.0,0.2222222222222222,0.21052631578947367
1918,122.0,10.0,4.0,7.0,2473.4,0.04,26.85,92.11,66417.96,0.82,3689.89,92.0,9.0,19.0,22.0,68.0,215.0,166.0,19.0,1,0.1721311475409836,3.2857142857142856,107.0,0.10232558139534884,0.40963855421686746
2725,29.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.5517241379310345,0.0,14.5,0.0,0.0
8550,14.0,3.0,1.0,2.0,173.92,0.13,7.8,22.3,1356.56,0.06,75.36,10.0,0.0,2.0,12.0,10.0,26.0,13.0,5.0,0,0.42857142857142855,5.0,12.0,0.46153846153846156,0.7692307692307693
464,133.0,10.0,1.0,5.0,1416.42,0.03,35.93,39.43,50886.21,0.47,2827.01,79.0,39.0,12.0,20.0,27.0,158.0,97.0,19.0,1,0.12030075187969924,1.5490196078431373,106.0,0.12658227848101267,0.27835051546391754
